DB01101	Capecitabine	D01223	C12650	1	P04818																																																																					
DB01102	Arbutamine			3	P08588	P07550	P13945																																																																			
DB01103	Quinacrine		C07339	3	O60733	P47712	Q15111																																																																			
DB01104	Sertraline	D02360	C07246	2	P31645	Q01959																																																																				
DB01105	Sibutramine	D08513	C07247	3	P23975	P31645	Q01959																																																																			
DB01106	Levocabastine	D01717		2	P35367	O95665																																																																				
DB01107	Methyprylon	D01150		16	P14867	P47869	P34903	P48169	P31644	Q16445	P18505	P47870	P28472	O14764	P78334	Q8N1C3	P18507	Q99928	O00591	Q9UN88																																																						
DB01108	Trilostane	D01180		4	P14060	P26439	P03372	Q92731																																																																		
DB01110	Miconazole	D00882	C08070	14	P29474	P35228	Q12791	Q16558	Q9Y691	Q9NPA1	Q86W47	O15554	Q92952	Q9H2S1	Q9UGI6	Q12809	Q9H252	Q9NS40																																																								
DB01113	Papaverine	D07425	C06533	2	Q07343	Q9Y233																																																																				
DB01114	Chlorphenamine	D07398	C06905	4	P35367	P31645	P23975	Q01959																																																																		
DB01115	Nifedipine	D00437	C07266	8	Q13936	P54289	Q08289	Q01668	Q13698	P62158	Q09470	O95180																																																														
DB01116	Trimethaphan		C07174	1	Q9GZZ6																																																																					
DB01117	Atovaquone	D00236		1	Q02127																																																																					
DB01119	Diazoxide	D00294	C06949	6	Q14654	P00915	P00918	P05023	Q12791	P55017																																																																
DB01120	Gliclazide	D01599		2	Q09428	P15692																																																																				
DB01121	Phenacemide	D00504	C07428	1	P35498																																																																					
DB01122	Ambenonium		C07773	1	P22303																																																																					
DB01123	Proflavine		C11181	1	P00734																																																																					
DB01124	Tolbutamide	D00380	C07148	2	Q09428	P48048																																																																				
DB01125	Anisindione			1	P38435																																																																					
DB01126	Dutasteride	D03820		2	P31213	P18405																																																																				
DB01128	Bicalutamide	D00961	C08160	1	P10275																																																																					
DB01129	Rabeprazole		C07864	1	P20648																																																																					
DB01130	Prednicarbate			1	P04150																																																																					
DB01131	Proguanil		C07631	1	P00374																																																																					
DB01132	Pioglitazone		C07675	1	P37231																																																																					
DB01133	Tiludronate		C08141	2	P38606	P18031																																																																				
DB01134	Desoxycorticosterone Pivalate			1	P08235																																																																					
DB01136	Carvedilol	D00255	C06875	16	P08588	P35348	O95298	P07550	P15692	P16860	P17302	Q12809	P19320	P25100	P35368	P18825	P18089	P08913	P16581	Q16665																																																						
DB01137	Levofloxacin		C07660	1	P11388																																																																					
DB01138	Sulfinpyrazone	D00449	C07317	2	Q92887	P33527																																																																				
DB01142	Doxepin	D07875	C06971	23	P35367	P25021	P23975	P31645	P28223	P41595	P28335	P11229	P08172	P20309	P08173	P08912	P35348	P35368	P25100	P08908	P08913	P18089	P18825	P14416	P50406	Q9H3N8	Q12809																																															
DB01143	Amifostine		C06819	2	P10696	P22413																																																																				
DB01144	Diclofenamide	D00518	C07459	4	P00915	P00918	P22748	P43166																																																																		
DB01146	Diphenylpyraline	D01172		2	P35367	Q01959																																																																				
DB01148	Flavoxate		C07809	2	P08172	P11229																																																																				
DB01149	Nefazodone		C07256	9	P28223	P28335	P31645	P08908	P23975	Q01959	P35368	P08913	P35348																																																													
DB01151	Desipramine	D07791	C06943	21	P23975	P31645	P28223	P07550	P08588	P17405	P35367	P35348	P35368	P25100	P11229	P08172	P20309	P08173	P08912	P08908	P28335	P14416	P08913	P18089	P18825																																																	
DB01154	Thiamylal	D06106	C07846	3	P14867	Q15842	Q14654																																																																			
DB01156	Bupropion	D07591	C06860	3	Q01959	P23975	P32297																																																																			
DB01157	Trimetrexate	D06238	C11154	1	P00374																																																																					
DB01158	Bretylium	D00645		1	P05023																																																																					
DB01159	Halothane	D00542	C07515	32	O14649	Q9NPC2	Q12791	Q8TCU5	O60391	Q12879	P23415	P08100	P48051	P48549	P03886	O15554	P30049	P98194	P14867	P59768	Q6W5P4	P47869	P34903	P48169	P31644	Q16445	P18505	P47870	P28472	O14764	P78334	Q8N1C3	P18507	Q99928	O00591	Q9UN88																																						
DB01160	Dinoprost Tromethamine	D01352		2	P43088	P43119																																																																				
DB01161	Chloroprocaine	D00732		5	Q9Y5Y9	Q8TCU5	Q9GZZ6	P46098	Q01959																																																																	
DB01162	Terazosin		C07127	6	P35348	P35368	P25100	Q12809	Q9H252	Q9NS40																																																																
DB01165	Ofloxacin	D00453	C07321	1	P11388																																																																					
DB01166	Cilostazol	D01896		1	Q14432																																																																					
DB01169	Arsenic trioxide	D02106		7	O14920	Q16881	P05412	P24385	P27361	P28482	P31749																																																															
DB01170	Guanethidine	D02237		1	P23975																																																																					
DB01171	Moclobemide	D02561		1	P21397																																																																					
DB01173	Orphenadrine		C07935	7	O15399	Q05586	O60391	Q8TCU5	P35367	P23975	Q9Y5Y9																																																															
DB01174	Phenobarbital	D00506	C07434	12	P14867	P43681	P36544	P42262	Q13002	Q05586	Q12879	Q13224	Q14957	O15399	Q8TCU5	O60391																																																										
DB01175	Escitalopram			6	P31645	Q01959	P23975	P35348	P11229	P35367																																																																
DB01176	Cyclizine	D03621	C06930	2	P35367	P49888																																																																				
DB01177	Idarubicin			1	P11388																																																																					
DB01178	Chlormezanone	D00268		1	P30536																																																																					
DB01179	Podofilox		C10871	3	P11388	P68366	P07437																																																																			
DB01182	Propafenone		C07381	2	Q14524	Q12809																																																																				
DB01183	Naloxone	D08249	C07252	6	P35372	P41143	P41145	P16220	P03372	O00206																																																																
DB01184	Domperidone	D01745		2	P14416	P35462																																																																				
DB01185	Fluoxymesterone	D00327		4	P10275	P03372	P16471	P04150																																																																		
DB01186	Pergolide		C07425	17	P14416	P35462	P21917	P08908	P41595	P28223	P28221	P18089	P08913	P18825	P21918	P21728	P28222	P28335	P35348	P35368	P25100																																																					
DB01188	Ciclopirox	D01364		1	P05023																																																																					
DB01189	Desflurane	D00546	C07519	22	P14867	P47869	P34903	P48169	P31644	Q16445	P18505	P47870	P28472	O14764	P78334	Q8N1C3	P18507	Q99928	O00591	Q9UN88	P23415	P42261	Q09470	P98194	P30049	P03886																																																
DB01191	Dexfenfluramine	D07805		2	P31645	P28335																																																																				
DB01192	Oxymorphone		C08019	2	P35372	P41143																																																																				
DB01193	Acebutolol	D02338	C06803	2	P08588	P07550																																																																				
DB01194	Brinzolamide	D00652	C07760	4	P00918	P00915	P22748	P35218																																																																		
DB01195	Flecainide	D07962	C07001	2	Q14524	P35499																																																																				
DB01196	Estramustine	D04066	C11228	4	P11137	P78559	P03372	Q92731																																																																		
DB01197	Captopril	D00251		4	P12821	P08253	P14780	P09960																																																																		
DB01198	Zopiclone	D01372		5	P14867	P47869	P34903	P31644	P30536																																																																	
DB01202	Levetiracetam	D00709	C07841	2	Q7L0J3	Q00975																																																																				
DB01203	Nadolol	D00432		2	P08588	P07550																																																																				
DB01204	Mitoxantrone		C11195	1	P11388																																																																					
DB01205	Flumazenil	D00697	C07825	16	P14867	P18507	P31644	P47869	P34903	P48169	Q16445	P18505	P47870	P28472	O14764	P78334	Q8N1C3	Q99928	O00591	Q9UN88																																																						
DB01206	Lomustine	D00363		1	Q9H169																																																																					
DB01207	Ridogrel			2	P21731	P24557																																																																				
DB01208	Sparfloxacin	D00590	C07662	1	P11388																																																																					
DB01209	Dezocine	D00838	C08010	2	P35372	P41145																																																																				
DB01210	Levobunolol		C07914	2	P07550	P08588																																																																				
DB01212	Ceftriaxone		C06683	4	Q9NSA0	Q4U2R8	Q8TCC7	P46059																																																																		
DB01214	Metipranolol	D02374	C07915	2	P07550	P08588																																																																				
DB01215	Estazolam	D00311		19	P14867	P47869	P34903	P31644	Q8N1C3	P18507	Q99928	P18505	P47870	P28472	O14764	P78334	O00591	P24046	P28476	A8MPY1	P48169	Q16445	Q9UN88																																																			
DB01216	Finasteride	D00321		3	P31213	P18405	P51857																																																																			
DB01217	Anastrozole	D00960	C08159	1	P11511																																																																					
DB01218	Halofantrine		C07634	1	Q12809																																																																					
DB01219	Dantrolene	D02347	C06939	1	P21817																																																																					
DB01221	Ketamine	D08098	C07525	20	Q8TCU5	P25103	P14416	P41143	P23975	P41145	P35372	P11229	P08172	P20309	P08173	P08912	P28223	P41595	P28335	P08908	P28222	P28221	P28566	P30939																																																		
DB01222	Budesonide	D00246		1	P04150																																																																					
DB01223	Aminophylline	D00227		4	Q14432	P30542	P0DMS8	Q92769																																																																		
DB01224	Quetiapine		C07397	26	P28223	P14416	P08908	P28222	P28221	P28566	P28335	P46098	P50406	P34969	P21728	P21918	P35462	P21917	P35367	P35348	P35368	P25100	P08913	P18089	P18825	P11229	P08172	P20309	P08173	P08912																																												
DB01227	Levomethadyl Acetate	D04716	C08012	3	P35372	P30926	P32297																																																																			
DB01228	Encainide		C06978	1	Q14524																																																																					
DB01231	Diphenidol	D03858	C06961	3	P11229	P20309	P08172																																																																			
DB01233	Metoclopramide	D00726	C07868	4	P14416	P11229	Q13639	P46098																																																																		
DB01234	Dexamethasone	D00292		4	P04150	P51843	P04083	P35228																																																																		
DB01235	Levodopa	D00059	C00355	5	P21728	P21918	P14416	P35462	P21917																																																																	
DB01236	Sevoflurane	D00547	C07520	22	P14867	P23415	P42261	Q09470	P98194	P30049	P03886	P47869	P34903	P48169	P31644	Q16445	P18505	P47870	P28472	O14764	P78334	Q8N1C3	P18507	Q99928	O00591	Q9UN88																																																
DB01237	Bromodiphenhydramine			1	P35367																																																																					
DB01238	Aripiprazole	D01164	C12564	25	P28223	P14416	P08908	P28222	P28221	P28566	P28335	P46098	P50406	P34969	P21728	P21918	P35462	P21917	P35367	P35348	P35368	P08913	P18089	P18825	P11229	P08172	P20309	P08173	P08912																																													
DB01239	Chlorprothixene	D00790	C07953	12	P14416	P21728	P35462	P28223	P41595	P28335	P35367	P11229	P08172	P20309	P08173	P08912																																																										
DB01240	Epoprostenol	D00106	C01312	3	Q9H244	P43119	Q16647																																																																			
DB01241	Gemfibrozil	D00334		1	Q07869																																																																					
DB01242	Clomipramine	D00811	C06918	6	P31645	P28223	P41595	P28335	P23975	P09211																																																																
DB01244	Bepridil		C06847	9	O00555	O95180	Q9NY47	P05023	P51787	P63316	P62158	Q01064	P54750																																																													
DB01245	Decamethonium		C11733	2	Q15822	P22303																																																																				
DB01246	Alimemazine		C07172	1	P35367																																																																					
DB01247	Isocarboxazid	D02580		2	P21397	P27338																																																																				
DB01250	Olsalazine	D00727	C07323	2	P51580	P01579																																																																				
DB01251	Gliquidone	D02430		2	Q09428	Q15842																																																																				
DB01252	Mitiglinide	D01854		2	Q09428	P37231																																																																				
DB01253	Ergonovine		C07543	1	P35348																																																																					
DB01254	Dasatinib	D03658		10	P00519	P12931	P29317	P06239	P07947	P10721	P09619	P51692	P42684	P06241																																																												
DB01255	Lisdexamfetamine			2	Q01959	P35368																																																																				
DB01259	Lapatinib	D04024		2	P00533	P04626																																																																				
DB01260	Desonide	D03696		1	P04150																																																																					
DB01261	Sitagliptin			1	P27487																																																																					
DB01262	Decitabine	D03665		1	P26358																																																																					
DB01267	Paliperidone	D05339		17	P28223	P14416	P35367	P35348	P35368	P21917	P28221	P35462	P28335	P08913	P18089	P18825	P08908	P21728	P08684	P10635	P20815																																																					
DB01268	Sunitinib	D06402		8	P09619	P17948	P10721	P35968	P35916	P36888	P07333	P16234																																																														
DB01273	Varenicline			4	P43681	P36544	P32297	Q15825																																																																		
DB01274	Arformoterol			1	P07550																																																																					
DB01275	Hydralazine	D01302	C07040	2	Q16853	P13674																																																																				
DB01280	Nelarabine	D05134		1	P09884																																																																					
DB01283	Lumiracoxib	D03714		2	P35354	P23219																																																																				
DB01288	Fenoterol			3	P07550	P08588	P13945																																																																			
DB01289	Glisoxepide			1	Q15842																																																																					
DB01291	Pirbuterol		C07807	2	P07550	P08588																																																																				
DB01295	Bevantolol			3	P08588	P07550	P35348																																																																			
DB01296	Glucosamine			4	P14780	Q00653	P01375	P01579																																																																		
DB01297	Practolol	D05587	C11696	1	P08588																																																																					
DB01303	Oxtriphylline	D02017		5	Q14432	P27815	P29274	P30542	Q92769																																																																	
DB01320	Fosphenytoin		C07840	1	Q14524																																																																					
DB01324	Polythiazide	D00657	C07766	1	P55017																																																																					
DB01325	Quinethazone	D00461	C07342	5	P00915	P00918	Q13621	P55011	P55017																																																																	
DB01327	Cefazolin	D02299	C06880	1	P27169																																																																					
DB01337	Pancuronium		C07551	3	Q15822	P08172	P20309																																																																			
DB01339	Vecuronium		C07553	1	Q15822																																																																					
DB01340	Cilazapril	D07699		1	P12821																																																																					
DB01342	Forasartan			1	P30556																																																																					
DB01346	Quinidine barbiturate			5	P14867	P47869	Q14524	O00180	P42262																																																																	
DB01348	Spirapril			1	P12821																																																																					
DB01349	Tasosartan			2	P30556	P50052																																																																				
DB01351	Amobarbital	D00555	C07536	10	P14867	P47869	P34903	P48169	P31644	Q16445	P43681	P36544	P42262	Q13002																																																												
DB01352	Aprobarbital	D00698	C07826	10	P14867	P47869	P34903	P48169	P31644	Q16445	P43681	P36544	P42262	Q13002																																																												
DB01353	Butethal	D02618		10	P14867	P47869	P34903	P48169	P31644	Q16445	P43681	P36544	P42262	Q13002																																																												
DB01354	Heptabarbital		C17725	10	P14867	P47869	P34903	P48169	P31644	Q16445	P43681	P36544	P42262	Q13002																																																												
DB01355	Hexobarbital	D01071	C11723	10	P14867	P47869	P34903	P48169	P31644	Q16445	P43681	P36544	P42262	Q13002																																																												
DB01357	Mestranol	D00575	C07618	1	P03372																																																																					
DB01359	Penbutolol	D00602		4	P08588	P07550	P08908	P28222																																																																		
DB01364	Ephedrine	D00124	C01575	4	P23975	P35348	Q05940	P22303																																																																		
DB01365	Mephentermine		C07889	9	P35348	P35368	P25100	P08913	P18089	P18825	P08588	P07550	P13945																																																													
DB01366	Procaterol			1	P07550																																																																					
DB01367	Rasagiline	D02562		2	P27338	P10415																																																																				
DB01375	Dihydroxyaluminium			4	P63316	P21796	P45880	Q9Y277																																																																		
DB01380	Cortisone acetate	D00973	C08173	1	P04150																																																																					
DB01382	Glycodiazine			2	P48048	Q09428																																																																				
DB01384	Paramethasone		C07413	1	P04150																																																																					
DB01388	Mibefradil		C07222	11	O43497	O95180	Q13936	Q01668	O60840	Q9P0X4	Q13698	Q02641	Q08289	P54284	O00305																																																											
DB01392	Yohimbine		C09256	18	P08913	P18089	P18825	P08908	P28222	P28221	P14416	P35462	P28223	P28335	P48048	P78508	Q14654	Q14500	Q9UNX9	Q99712	Q15842	P41595																																																				
DB01393	Bezafibrate	D01366		3	Q07869	Q03181	P37231																																																																			
DB01394	Colchicine	D00570	C07592	2	Q9H4B7	P07437																																																																				
DB01395	Drospirenone	D03917		3	P06401	P08235	P10275																																																																			
DB01397	Magnesium salicylate			2	P35354	P23219																																																																				
DB01398	Salicylate-sodium	D00566		2	P35354	P23219																																																																				
DB01399	Salsalate	D00428		2	P35354	P23219																																																																				
DB01400	Neostigmine		C07258	1	P22303																																																																					
DB01401	Trisalicylate-choline			2	P23219	P35354																																																																				
DB01403	Methotrimeprazine	D00403	C07192	19	P14416	P21728	P21918	P35462	P21917	P28223	P28335	P35367	P11229	P08172	P20309	P08173	P08912	P35348	P35368	P25100	P08913	P18089	P18825																																																			
DB01406	Danazol	D00289		6	P03372	P10275	P06401	P30968	Q96P88	P13500																																																																
DB01407	Clenbuterol			5	P07550	P08588	P13945	P01138	P01375																																																																	
DB01408	Bambuterol			1	P07550																																																																					
DB01409	Tiotropium			3	P20309	P11229	P08172																																																																			
DB01410	Ciclesonide	D01703		1	P04150																																																																					
DB01411	Pranlukast			6	Q9Y271	P01375	P05113	P12724	P19838	Q02817																																																																
DB01412	Theobromine		C07480	3	P30542	P29274	Q07343																																																																			
DB01418	Acenocoumarol	D07064		1	Q9BQB6																																																																					
DB01419	Antrafenine			2	P23219	P35354																																																																				
DB01420	Testosterone Propionate	D00959	C08158	1	P10275																																																																					
DB01422	Nitroxoline			1	P50579																																																																					
DB01425	Alizapride			1	P14416																																																																					
DB01426	Ajmaline	D00199	C06542	1	Q14524																																																																					
DB01427	Amrinone	D00231	C13594	3	Q14432	Q07343	P01375																																																																			
DB01429	Aprindine	D01326		2	Q14524	P62158																																																																				
DB01430	Almitrine	D02822		1	P05023																																																																					
DB01431	Allylestrenol	D01374	C12811	2	P06401	P03372																																																																				
DB01433	Methadyl Acetate			1	P35372																																																																					
DB01435	Antipyrine	D01776		2	P35354	P23219																																																																				
DB01436	Alfacalcidol	D01518		2	P11473	O15528																																																																				
DB01437	Glutethimide	D00532	C07489	16	P14867	P47869	P34903	P48169	P31644	Q16445	P18505	P47870	P28472	O14764	P78334	Q8N1C3	P18507	Q99928	O00591	Q9UN88																																																						
DB01438	Phenazopyridine		C07429	1	P35498																																																																					
DB01439	3-Methylthiofentanyl			3	P35372	P41143	P41145																																																																			
DB01440	Gamma Hydroxybutyric Acid		C00989	2	Q9HAB3	P18505																																																																				
DB01442	MMDA			8	P28223	Q01959	P31645	P23975	Q05940	P54219	P21397	P27338																																																														
DB01444	Dimethylthiambutene			2	P35372	P41143																																																																				
DB01452	Heroin		C06534	3	P35372	P41145	P41143																																																																			
DB01454	3,4-Methylenedioxymethamphetamine		C07577	7	P31645	Q05940	Q01959	P28223	P41595	P28335	P23975																																																															
DB01463	Fencamfamine			1	Q01959																																																																					
DB01466	Ethylmorphine	D07929	C07537	1	P35372																																																																					
DB01472	4-Methoxyamphetamine			7	Q01959	P31645	Q05940	P35348	P08913	P21397	P27338																																																															
DB01481	Delta1-dihydrotestosterone		C15377	1	P10275																																																																					
DB01483	Barbital		C02517	10	P14867	P47869	P34903	P48169	P31644	Q16445	P43681	P36544	P42262	Q13002																																																												
DB01488	Dimethyltryptamine		C08302	3	P50406	P28223	Q99720																																																																			
DB01496	Barbituric acid derivative			10	P14867	P47869	P34903	P48169	P31644	Q16445	P43681	P36544	P42262	Q13002																																																												
DB01497	Etorphine		C11793	6	P35372	P41143	P41145	P41146	O60858	P01189																																																																
DB01520	Tenocyclidine			7	Q8TCU5	O60391	Q12879	Q14957	Q13224	O15399	Q693P7																																																															
DB01535	Carfentanil			3	P35372	P41143	P41145																																																																			
DB01536	4-Androstenedione	D00051	C00280	3	P14061	P14060	P42330																																																																			
DB01541	Boldenone		C14502	1	P10275																																																																					
DB01544	Flunitrazepam	D01230		6	P30536	P47869	P48169	P31644	Q16445	P34903																																																																
DB01548	Diprenorphine		C11794	4	P35372	P41143	P41145	O60858																																																																		
DB01549	Rolicyclidine			2	Q8TCU5	P14416																																																																				
DB01558	Bromazepam	D01245		19	P14867	P47869	P34903	P48169	P31644	Q16445	P18505	P47870	P28472	Q8N1C3	P18507	Q99928	O14764	P78334	O00591	P24046	P28476	A8MPY1	Q9UN88																																																			
DB01559	Clotiazepam			16	P14867	P47869	P34903	P31644	Q8N1C3	P18507	Q99928	P18505	P47870	P28472	O14764	P78334	O00591	P24046	P28476	A8MPY1																																																						
DB01561	Androstanedione		C00674	1	P14061																																																																					
DB01564	Calusterone			1	P10275																																																																					
DB01565	Dihydromorphine		C11782	5	P35372	P41143	P41145	O60858	P01189																																																																	
DB01567	Fludiazepam	D01354		16	P14867	P47869	P34903	P31644	Q8N1C3	P18507	Q99928	P18505	P47870	P28472	O14764	P78334	O00591	P24046	P28476	A8MPY1																																																						
DB01571	3-Methylfentanyl			3	P35372	P41143	P41145																																																																			
DB01576	Dextroamphetamine	D03740	C07884	6	Q05940	P23975	Q01959	Q96RJ0	P35348	P35368																																																																
DB01577	Methamphetamine		C07164	11	Q01959	P31645	P23975	Q05940	P54219	Q96RJ0	P08913	P18089	P18825	P21397	P27338																																																											
DB01579	Phendimetrazine		C07904	3	P35348	P23975	P35368																																																																			
DB01580	Oxprenolol			2	P08588	P07550																																																																				
DB01586	Ursodeoxycholic acid	D00734	C07880	1	P52895																																																																					
DB01587	Ketazolam			6	P30536	P14867	P18505	Q8N1C3	O14764	P78334																																																																
DB01588	Prazepam	D00470	C07366	19	P14867	P47869	P34903	P31644	Q8N1C3	P18507	Q99928	P18505	P47870	P28472	O14764	P78334	O00591	P24046	P28476	A8MPY1	P48169	Q16445	Q9UN88																																																			
DB01589	Quazepam	D00457	C07336	19	P14867	P47869	P34903	P31644	Q8N1C3	P18507	Q99928	P18505	P28472	O14764	P78334	O00591	P24046	P28476	A8MPY1	P48169	Q16445	P47870	Q9UN88																																																			
DB01591	Solifenacin			5	P20309	P11229	P08172	P08173	P08912																																																																	
DB01594	Cinolazepam			16	P14867	P47869	P34903	P31644	Q8N1C3	P18507	Q99928	P18505	P47870	P28472	O14764	P78334	O00591	P24046	P28476	A8MPY1																																																						
DB01595	Nitrazepam	D00531	C07487	20	P14867	P47869	P34903	P48169	P31644	Q16445	P18505	P47870	P28472	Q8N1C3	P18507	Q99928	O14764	P78334	O00591	P24046	P28476	A8MPY1	Q9UN88	P35498																																																		
DB01597	Cilastatin		C01675	1	P16444																																																																					
DB01599	Probucol	D00476	C07373	2	O95477	P23141																																																																				
DB01600	Tiaprofenic acid			2	P35354	P23219																																																																				
DB01608	Propericiazine	D01485		3	P21728	P08913	P35368																																																																			
DB01611	Hydroxychloroquine	D08050	C07043	2	Q9NYK1	Q9NR96																																																																				
DB01612	Amyl Nitrite	D00517	C07457	1	P16066																																																																					
DB01613	Erythrityl Tetranitrate			2	P16066	P20594																																																																				
DB01614	Acepromazine	D02604		6	P14416	P21728	P28223	P08908	P35348	P35368																																																																
DB01615	Aceprometazine			1	P35367																																																																					
DB01616	Alverine	D07440		1	P08908																																																																					
DB01618	Molindone		C07230	4	P14416	P08908	P28223	P11229																																																																		
DB01619	Phenindamine		C07790	1	P35367																																																																					
DB01620	Pheniramine			1	P35367																																																																					
DB01621	Pipotiazine	D08385		4	P14416	P21728	P28223	P08908																																																																		
DB01622	Thioproperazine	D08585		6	P14416	P21728	P28223	P08908	P35348	P35368																																																																
DB01623	Thiothixene			3	P14416	P21728	P28223																																																																			
DB01624	Zuclopenthixol	D03556		7	P21728	P21918	P14416	P35348	P08913	P28223	P35367																																																															
DB01625	Isopropamide		C07055	2	P20309	P08173																																																																				
DB01626	Pargyline		C07414	2	P27338	P21397																																																																				
DB01628	Etoricoxib	D03710	C11718	1	P35354																																																																					
DB01630	SC-74020			1	P08253																																																																					
DB01631	Methyl Nonanoate (Ester)			2	P80188	P01857																																																																				
DB01632	Alpha-Phosphoribosylpyrophosphoric Acid			3	P07741	P00492	Q9NWZ5																																																																			
DB01640	(5r)-6-(4-{[2-(3-Iodobenzyl)-3-Oxocyclohex-1-En-1-Yl]Amino}Phenyl)-5-Methyl-4,5-Dihydropyridazin-3(2h)-One			1	Q13370																																																																					
DB01643	Thymidine-5'-Phosphate		C00364	2	P23919	P04818																																																																				
DB01644	3,6-Dihydroxy-Xanthene-9-Propionic Acid			1	P00390																																																																					
DB01645	Genistein		C06563	6	Q92731	P11388	Q14289	Q15788	P03372	Q15596																																																																
DB01646	N-Acetylmethionine		C02712	1	P08100																																																																					
DB01647	(R)-Mesopram			1	Q07343																																																																					
DB01651	Methyl 4,6-O-[(1r)-1-Carboxyethylidene]-Beta-D-Galactopyranoside			1	P02743																																																																					
DB01656	Roflumilast	D05744		4	Q08499	P27815	Q07343	Q08493																																																																		
DB01660	Adenosine-5'-Diphosphate Monothiophosphate			3	Q10588	P17600	O14874																																																																			
DB01662	Trans-O-Hydroxy-Alpha-Methyl Cinnamate			1	P17538																																																																					
DB01664	(S)-Des-Me-Ampa			1	P42262																																																																					
DB01665	ZK-800270			1	P07477																																																																					
DB01667	8-azaguanine			1	P00491																																																																					
DB01671	4-(Hydroxymercury)Benzoic Acid			1	P00918																																																																					
DB01672	2,3-Dihydroxy-Benzoic Acid		C00196	1	P80188																																																																					
DB01677	Fumarate	D02308	C00122	2	P23368	P16930																																																																				
DB01681	Benzene Hexacarboxylic Acid			1	P15259																																																																					
DB01684	1-Hydroxy-1-Thio-Glycerol			1	P48147																																																																					
DB01685	4-[5-Pyridin-4-Yl-1h-[1,2,4]Triazol-3-Yl]-Pyridine-2-Carbonitrile			1	P47989																																																																					
DB01686	N,N-dimethylarginine		C03626	2	P35228	P29474																																																																				
DB01689	Inhibitor Idd 384			1	P15121																																																																					
DB01692	Dithioerythritol		C00950	1	P04183																																																																					
DB01693	Ribavirin Monophosphate			1	P12268																																																																					
DB01694	D-tartaric acid		C02107	5	Q9P2W7	Q9NP99	P26196	Q9NWT6	P21283																																																																	
DB01695	N-Hydroxy-4-Phosphono-Butanamide			1	P60174																																																																					
DB01696	7,9-Dihydro-1h-Purine-2,6,8(3h)-Trione		C00366	1	P06737																																																																					
DB01699	(4e)-4-Aminohex-4-Enoic Acid			1	P80404																																																																					
DB01700	Aicar		C04677	1	P31939																																																																					
DB01704	2,4-Dihydroxy-Trans Cinnamic Acid			1	P17538																																																																					
DB01708	Dehydroepiandrosterone		C01227	32	Q06520	P14061	O00204	Q07869	P03372	Q99720	Q92731	O75469	Q14994	P14867	P47869	P34903	P48169	P31644	Q16445	P18505	P47870	P28472	O14764	P78334	Q8N1C3	P18507	Q99928	O00591	Q9UN88	Q05586	Q12879	Q13224	Q14957	O15399	Q8TCU5	O60391																																						
DB01710	Porphyrin Fe(Iii)			1	P02144																																																																					
DB01711	2,3,4,5,6-Pentafluorobenzyl Alcohol			1	P00326																																																																					
DB01712	(3r)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Phenylalanine Ethyl Ester			1	P62942																																																																					
DB01727	Isocitric Acid		C00311	3	Q99798	P48735	O75874																																																																			
DB01731	(S)-Wiskostatin			1	P42768																																																																					
DB01733	L-Phospholactate			1	P14618																																																																					
DB01734	3-(Oxalyl-Amino)-Naphthalene-2-Carboxylic Acid			1	P18031																																																																					
DB01736	[3-(Dodecanoylamino)Propyl](Hydroxy)Dimethylammonium			1	P12235																																																																					
DB01737	Nalpha-(2-Naphthylsulfonylglycyl)-3-Amidino-D,L-Phenylalanine-Isopropylester			1	P07477																																																																					
DB01738	O-Phosphoethanolamine		C00346	1	P05771																																																																					
DB01741	CRA_17693			1	P07477																																																																					
DB01742	(3r)-1-Acetyl-3-Methylpiperidine			1	P62937																																																																					
DB01745	N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)Isopipecolinic Acid Methyl Ester			1	P07477																																																																					
DB01748	N-Benzyl-4-Sulfamoyl-Benzamide			1	P00918																																																																					
DB01750	Naphthalen-1-Yl-Acetic Acid	D01558	C13014	1	P63208																																																																					
DB01752	S-Adenosyl-L-Homocysteine		C00021	11	P22061	P11086	O60678	P50135	O14717	Q14749	Q99873	Q8WTS6	Q9H2P9	Q86VU5	Q14353																																																											
DB01754	3,4-Dihydroxy-1-Methylquinolin-2(1h)-One			1	P11309																																																																					
DB01756	D-4-Phosphoerythronic Acid			1	P49247																																																																					
DB01760	2-Methoxy-3-Isopropylpyrazine			1	Q8WX39																																																																					
DB01761	4-[5-[2-(1-Phenyl-Ethylamino)-Pyrimidin-4-Yl]-1-Methyl-4-(3-Trifluoromethylphenyl)-1h-Imidazol-2-Yl]-Piperidine			1	Q16539																																																																					
DB01762	Acetoacetic Acid		C00164	1	P16930																																																																					
DB01765	(5-Oxo-5,6-Dihydro-Indolo[1,2-a]Quinazolin-7-Yl)-Acetic Acid			1	P68400																																																																					
DB01766	Beta-(2-Naphthyl)-Alanine			3	P54577	Q13526	P00734																																																																			
DB01767	Hemi-Babim			2	P07477	P00734																																																																				
DB01769	Double Oxidized Cysteine			6	P18031	P48147	P24941	Q99497	P53674	P30305																																																																
DB01771	CRA_10991			1	P07477																																																																					
DB01772	3-[3-(2,3-Dihydroxy-Propylamino)-Phenyl]-4-(5-Fluoro-1-Methyl-1h-Indol-3-Yl)-Pyrrole-2,5-Dione			1	P49841																																																																					
DB01776	M-Cresol	D04951	C01467	1	P01308																																																																					
